Site,Region,Year,yr,month,n_samples,As,Be,Cd,Cr,Mn,Ni,Pb,log_As,log_Be,log_Cd,log_Cr,log_Mn,log_Ni,log_Pb,Region_row_state
Fremont,Bay_Area,86.75,86,10,8,0.566666667,0,2.1,4.4,17.4,4,60.6,-0.246672333,,0.322219295,0.643452676,1.240549248,0.602059991,1.782472624,1280
Fremont,Bay_Area,86.83333333,86,11,9,1.08,0,1.52,5.75,27.5,4.25,100.5,0.033423755,,0.181843588,0.759667845,1.439332694,0.62838893,2.002166062,1280
Fremont,Bay_Area,86.91666667,86,12,10,1.12,0,2.04,4,16.4,3.8,66.8,0.049218023,,0.309630167,0.602059991,1.214843848,0.579783597,1.824776462,1280
Fremont,Bay_Area,87,87,1,6,0.525,0,1.675,2.8,15.8,2.2,48,-0.279840697,,0.224014811,0.447158031,1.198657087,0.342422681,1.681241237,1280
Fremont,Bay_Area,87.08333333,87,2,6,0.833333333,0,1.333333333,2.2,12,1.7,45.6,-0.079181246,,0.124938737,0.342422681,1.079181246,0.230448921,1.658964843,1280
Fremont,Bay_Area,87.16666667,87,3,5,0.7,0,1.58,2.75,12.75,2.25,37.75,-0.15490196,,0.198657087,0.439332694,1.105510185,0.352182518,1.576916956,1280
Fremont,Bay_Area,87.25,87,4,5,1.08,0,1.62,5,23.66666667,3.666666667,56,0.033423755,,0.209515015,0.698970004,1.374137094,0.56427143,1.748188027,1280
Fremont,Bay_Area,87.33333333,87,5,5,0.62,0,1.12,2.8,9.2,2.2,24,-0.207608311,,0.049218023,0.447158031,0.963787827,0.342422681,1.380211242,1280
Fremont,Bay_Area,87.41666667,87,6,5,0.66,0.004,1.62,6,21,3.666666667,37.66666667,-0.180456064,-2.397940009,0.209515015,0.77815125,1.322219295,0.56427143,1.575957189,1280
Fremont,Bay_Area,87.5,87,7,6,0.24,0,0.92,5.75,12.25,4.5,24,-0.619788758,,-0.036212173,0.759667845,1.088136089,0.653212514,1.380211242,1280
Fremont,Bay_Area,87.58333333,87,8,6,0.716666667,0,1.233333333,4.333333333,18.83333333,4,37.83333333,-0.144682795,,0.091080469,0.636822098,1.274927193,0.602059991,1.577874607,1280
Fremont,Bay_Area,87.66666667,87,9,5,0.48,0,1.4,,,,,-0.318758763,,0.146128036,,,,,1280
Fremont,Bay_Area,87.75,87,10,5,0.74,0.004,1.02,4,18.5,4,85,-0.13076828,-2.397940009,0.008600172,0.602059991,1.267171728,0.602059991,1.929418926,1280
Fremont,Bay_Area,87.83333333,87,11,5,2.12,0,1.06,4.2,20.2,4.4,107.2,0.326335861,,0.025305865,0.62324929,1.305351369,0.643452676,2.030194785,1280
Fremont,Bay_Area,87.91666667,87,12,5,0.78,0,0.86,2.6,11.8,1.7,51.2,-0.107905397,,-0.065501549,0.414973348,1.071882007,0.230448921,1.709269961,1280
Fremont,Bay_Area,88,88,1,5,1.5,0.004,1.12,4,16,4.2,54.6,0.176091259,-2.397940009,0.049218023,0.602059991,1.204119983,0.62324929,1.737192643,1280
Fremont,Bay_Area,88.08333333,88,2,5,,,,3.4,19,5.6,60.4,,,,0.531478917,1.278753601,0.748188027,1.781036939,1280
Fremont,Bay_Area,88.16666667,88,3,6,0.5,0,0.8,2.6,15.8,3,29,-0.301029996,,-0.096910013,0.414973348,1.198657087,0.477121255,1.462397998,1280
Fremont,Bay_Area,88.25,88,4,6,0.2,0,0.7,2.6,13.2,2.4,21,-0.698970004,,-0.15490196,0.414973348,1.120573931,0.380211242,1.322219295,1280
Fremont,Bay_Area,88.33333333,88,5,5,0.2,0,0.6,2.75,10.5,1.875,24.75,-0.698970004,,-0.22184875,0.439332694,1.021189299,0.273001272,1.393575203,1280
Fremont,Bay_Area,88.41666667,88,6,6,0.2,0,0.4,3.2,12.4,3,18.6,-0.698970004,,-0.397940009,0.505149978,1.093421685,0.477121255,1.269512944,1280
Fremont,Bay_Area,88.5,88,7,6,0.2,0,0.5,6.2,19.6,5,23.8,-0.698970004,,-0.301029996,0.792391689,1.292256071,0.698970004,1.376576957,1280
Fremont,Bay_Area,88.58333333,88,8,6,0.2,0,0.4,5.833333333,20,5.5,25.33333333,-0.698970004,,-0.397940009,0.765916794,1.301029996,0.740362689,1.403692338,1280
Fremont,Bay_Area,88.66666667,88,9,6,0.8,0,1,8.4,47,7.2,41.4,-0.096910013,,0,0.924279286,1.672097858,0.857332496,1.617000341,1280
Fremont,Bay_Area,88.75,88,10,6,1.8,0,1.4,4.6,21,4.4,35.6,0.255272505,,0.146128036,0.662757832,1.322219295,0.643452676,1.551449998,1280
Fremont,Bay_Area,88.83333333,88,11,5,1.2,0,1.2,2.25,10.75,1.5,20.75,0.079181246,,0.079181246,0.352182518,1.031408464,0.176091259,1.317018101,1280
Fremont,Bay_Area,88.91666667,88,12,6,2.3,0,2.7,5,21.4,5.4,58.2,0.361727836,,0.431363764,0.698970004,1.330413773,0.73239376,1.764922985,1280
Fremont,Bay_Area,89,89,1,6,1.4,0,1.6,4,13.6,5,42.4,0.146128036,,0.204119983,0.602059991,1.133538908,0.698970004,1.627365857,1280
Fremont,Bay_Area,89.08333333,89,2,5,1.1,0,1,2.375,12.75,2.25,28.5,0.041392685,,0,0.375663614,1.105510185,0.352182518,1.45484486,1280
Fremont,Bay_Area,89.16666667,89,3,6,0.4,0,0.8,2.6,10.8,1.8,22.4,-0.397940009,,-0.096910013,0.414973348,1.033423755,0.255272505,1.350248018,1280
Fremont,Bay_Area,89.25,89,4,6,0.2,0,0.9,2.6,12.6,2.8,16.8,-0.698970004,,-0.045757491,0.414973348,1.100370545,0.447158031,1.225309282,1280
Fremont,Bay_Area,89.33333333,89,5,6,0.2,0,0.6,2.6,13,2.4,9.2,-0.698970004,,-0.22184875,0.414973348,1.113943352,0.380211242,0.963787827,1280
Fremont,Bay_Area,89.41666667,89,6,6,0.2,0,1.1,3.6,18.6,3,14.6,-0.698970004,,0.041392685,0.556302501,1.269512944,0.477121255,1.164352856,1280
Fremont,Bay_Area,89.5,89,7,6,0.2,0,0.6,2.9,15,3.2,13.4,-0.698970004,,-0.22184875,0.462397998,1.176091259,0.505149978,1.127104798,1280
Fremont,Bay_Area,89.58333333,89,8,6,0.5,0,0.8,3.8,18,3.4,20.6,-0.301029996,,-0.096910013,0.579783597,1.255272505,0.531478917,1.31386722,1280
Fremont,Bay_Area,89.66666667,89,9,5,0.5,0,0.8,4.4,22.8,4.4,30.4,-0.301029996,,-0.096910013,0.643452676,1.357934847,0.643452676,1.482873584,1280
Fremont,Bay_Area,89.75,89,10,6,0.9,0,0.8,3.75,20.83333333,3.166666667,34.66666667,-0.045757491,,-0.096910013,0.574031268,1.318758763,0.500602351,1.539912085,1280
Fremont,Bay_Area,89.83333333,89,11,6,1.7,0,0.8,3.2,16.8,3,34,0.230448921,,-0.096910013,0.505149978,1.225309282,0.477121255,1.531478917,1280
Fremont,Bay_Area,89.91666667,89,12,6,1.3,0,0.9,3,16.6,4.8,31,0.113943352,,-0.045757491,0.477121255,1.220108088,0.681241237,1.491361694,1280
Fremont,Bay_Area,90,90,1,2,2.15,0.02,1.25,4,21,4,44,0.33243846,-1.698970004,0.096910013,0.602059991,1.322219295,0.602059991,1.643452676,1280
Fremont,Bay_Area,90.08333333,90,2,4,1.1,0.006666667,0.6,2,5.5,1.625,16.75,0.041392685,-2.176091259,-0.22184875,0.301029996,0.740362689,0.210853365,1.224014811,1280
Fremont,Bay_Area,90.16666667,90,3,2,0.2,0.02,0.9,2,7,1,9.5,-0.698970004,-1.698970004,-0.045757491,0.301029996,0.84509804,0,0.977723605,1280
Fremont,Bay_Area,90.25,90,4,3,0.366666667,0.02,0.5,3.166666667,11.33333333,2.5,10.33333333,-0.43572857,-1.698970004,-0.301029996,0.500602351,1.054357662,0.397940009,1.014240439,1280
Fremont,Bay_Area,90.33333333,90,5,2,0.2,0.02,0.2,1.5,7,1.75,6.5,-0.698970004,-1.698970004,-0.698970004,0.176091259,0.84509804,0.243038049,0.812913357,1280
Fremont,Bay_Area,90.41666667,90,6,3,0.2,0.023333333,0.233333333,2,8,1.5,3.25,-0.698970004,-1.632023215,-0.632023215,0.301029996,0.903089987,0.176091259,0.511883361,1280
Fremont,Bay_Area,90.5,90,7,2,0.8,0.03,0.3,8.5,22.5,5.5,27,-0.096910013,-1.522878745,-0.522878745,0.929418926,1.352182518,0.740362689,1.431363764,1280
Fremont,Bay_Area,90.58333333,90,8,3,0.3,0,0.133333333,3.666666667,16.66666667,3.666666667,8,-0.522878745,,-0.875061263,0.56427143,1.22184875,0.56427143,0.903089987,1280
Fremont,Bay_Area,90.66666667,90,9,2,0.9,0.02,0.25,4.5,29.5,5,24.5,-0.045757491,-1.698970004,-0.602059991,0.653212514,1.469822016,0.698970004,1.389166084,1280
Fremont,Bay_Area,90.75,90,10,3,0.8,0.023333333,0.4,3.666666667,21,3.666666667,19.66666667,-0.096910013,-1.632023215,-0.397940009,0.56427143,1.322219295,0.56427143,1.293730757,1280
Fremont,Bay_Area,90.83333333,90,11,2,0.55,0,0.55,3.5,14.5,2.5,22.5,-0.259637311,,-0.259637311,0.544068044,1.161368002,0.397940009,1.352182518,1280
Fremont,Bay_Area,90.91666667,90,12,3,1.466666667,0.013333333,0.433333333,2.333333333,17.66666667,4.333333333,52.66666667,0.166331422,-1.875061263,-0.363177902,0.367976785,1.247154615,0.636822098,1.721535832,1280
Fremont,Bay_Area,91,91,1,3,0.933333333,0.006666667,0.8,5.333333333,25,4.666666667,41.66666667,-0.029963223,-2.176091259,-0.096910013,0.726998728,1.397940009,0.669006781,1.619788758,1280
Fremont,Bay_Area,91.08333333,91,2,2,0.6,0,0.85,3,15.5,3.5,63,-0.22184875,,-0.070581074,0.477121255,1.190331698,0.544068044,1.799340549,1280
Fremont,Bay_Area,91.16666667,91,3,3,0.2,0,0.733333333,1,12,2,13,-0.698970004,,-0.134698574,0,1.079181246,0.301029996,1.113943352,1280
Fremont,Bay_Area,91.25,91,4,2,0.2,0.01,0.75,2.5,14,2.5,31.5,-0.698970004,-2,-0.124938737,0.397940009,1.146128036,0.397940009,1.498310554,1280
Fremont,Bay_Area,91.33333333,91,5,3,0.266666667,0,1.5,1,8.666666667,3,11.66666667,-0.574031268,,0.176091259,0,0.937852093,0.477121255,1.06694679,1280
Fremont,Bay_Area,91.41666667,91,6,2,0.4,0,0.75,2.5,7.5,2.5,8.5,-0.397940009,,-0.124938737,0.397940009,0.875061263,0.397940009,0.929418926,1280
Fremont,Bay_Area,91.5,91,7,3,0.466666667,0.006666667,0.9,4,11.33333333,2.666666667,24.66666667,-0.330993219,-2.176091259,-0.045757491,0.602059991,1.054357662,0.425968732,1.392110465,1280
Fremont,Bay_Area,91.58333333,91,8,2,0.45,0,0.75,4.5,10.5,5,18,-0.346787486,,-0.124938737,0.653212514,1.021189299,0.698970004,1.255272505,1280
Fremont,Bay_Area,91.66666667,91,9,5,0.3,0,0.833333333,4,18.33333333,4.666666667,15.33333333,-0.522878745,,-0.079181246,0.602059991,1.263241435,0.669006781,1.185636577,1280
Fremont,Bay_Area,91.75,91,10,2,,,,8.5,54.5,10.5,34,,,,0.929418926,1.736396502,1.021189299,1.531478917,1280
Fremont,Bay_Area,91.83333333,91,11,3,,,,4.666666667,24,4.333333333,25.33333333,,,,0.669006781,1.380211242,0.636822098,1.403692338,1280
Fremont,Bay_Area,91.91666667,91,12,2,,,,2,11.5,1.5,3.5,,,,0.301029996,1.06069784,0.176091259,0.544068044,1280
Fremont,Bay_Area,92,92,1,3,,,,2,8,1.666666667,11.66666667,,,,0.301029996,0.903089987,0.22184875,1.06694679,1280
Fremont,Bay_Area,92.08333333,92,2,3,,,,2,5.5,1,6,,,,0.301029996,0.740362689,0,0.77815125,1280
Fremont,Bay_Area,92.16666667,92,3,3,,,,3.666666667,10,2.333333333,5.666666667,,,,0.56427143,1,0.367976785,0.753327667,1280
Fremont,Bay_Area,92.25,92,4,3,,,,1,9.333333333,1.333333333,5.333333333,,,,0,0.970036777,0.124938737,0.726998728,1280
Fremont,Bay_Area,92.33333333,92,5,2,,,,2,9.5,3,6,,,,0.301029996,0.977723605,0.477121255,0.77815125,1280
Fremont,Bay_Area,92.41666667,92,6,3,,,,3.333333333,14.66666667,3.333333333,7,,,,0.522878745,1.166331422,0.522878745,0.84509804,1280
Fremont,Bay_Area,92.5,92,7,2,,,,2.5,14,3,5,,,,0.397940009,1.146128036,0.477121255,0.698970004,1280
Fremont,Bay_Area,92.58333333,92,8,3,,,,3.666666667,13.66666667,3.666666667,8.333333333,,,,0.56427143,1.135662602,0.56427143,0.920818754,1280
Fremont,Bay_Area,92.66666667,92,9,2,,,,5.5,21,4.5,15.5,,,,0.740362689,1.322219295,0.653212514,1.190331698,1280
Fremont,Bay_Area,92.75,92,10,4,,,,4,13.33333333,3,10.33333333,,,,0.602059991,1.124938737,0.477121255,1.014240439,1280
Fremont,Bay_Area,92.83333333,92,11,2,,,,2.5,10.5,2.5,12,,,,0.397940009,1.021189299,0.397940009,1.079181246,1280
Fremont,Bay_Area,92.91666667,92,12,3,,,,2,6.666666667,1.666666667,9.666666667,,,,0.301029996,0.823908741,0.22184875,0.985276743,1280
Fremont,Bay_Area,93,93,1,4,0.566666667,0,0.15,1.666666667,7.666666667,3,8,-0.246672333,,-0.823908741,0.22184875,0.884606581,0.477121255,0.903089987,1280
Fremont,Bay_Area,93.08333333,93,2,2,0.2,0,0.13,2,7,2,7.5,-0.698970004,,-0.886056648,0.301029996,0.84509804,0.301029996,0.875061263,1280
Fremont,Bay_Area,93.16666667,93,3,2,0.55,0,0.28,4.5,12,5,13,-0.259637311,,-0.552841969,0.653212514,1.079181246,0.698970004,1.113943352,1280
Fremont,Bay_Area,93.25,93,4,4,0.133333333,0,0.116666667,1.666666667,6.666666667,1.333333333,5.333333333,-0.875061263,,-0.93305321,0.22184875,0.823908741,0.124938737,0.726998728,1280
Fremont,Bay_Area,93.33333333,93,5,4,0.2,0,0.11,2,7.333333333,1,7,-0.698970004,,-0.958607315,0.301029996,0.865301426,0,0.84509804,1280
Fremont,Bay_Area,93.41666667,93,6,2,0.45,0,0.14,4,19,4,9.5,-0.346787486,,-0.853871964,0.602059991,1.278753601,0.602059991,0.977723605,1280
Fremont,Bay_Area,93.5,93,7,3,0.433333333,0,0.156666667,5,16.33333333,3.666666667,11,-0.363177902,,-0.805023397,0.698970004,1.213074825,0.56427143,1.041392685,1280
Fremont,Bay_Area,93.58333333,93,8,2,0.25,0,0.205,2.5,11.5,2.5,4,-0.602059991,,-0.688246139,0.397940009,1.06069784,0.397940009,0.602059991,1280
Fremont,Bay_Area,93.66666667,93,9,4,0.433333333,0,0.193333333,6.333333333,23.33333333,4.666666667,14,-0.363177902,,-0.713693261,0.801632346,1.367976785,0.669006781,1.146128036,1280
Fremont,Bay_Area,93.75,93,10,3,0.8,0,0.37,5,23,3.5,15,-0.096910013,,-0.431798276,0.698970004,1.361727836,0.544068044,1.176091259,1280
Fremont,Bay_Area,93.83333333,93,11,3,1.166666667,0.006666667,0.753333333,5,29,4,16.33333333,0.06694679,-2.176091259,-0.123012816,0.698970004,1.462397998,0.602059991,1.213074825,1280
Fremont,Bay_Area,93.91666667,93,12,2,0.75,0,0.15,4,9,3,9,-0.124938737,,-0.823908741,0.602059991,0.954242509,0.477121255,0.954242509,1280
Fremont,Bay_Area,94,94,1,4,0.7,,0.203333333,4.75,15.5,4,14.5,-0.15490196,,-0.69179142,0.67669361,1.190331698,0.602059991,1.161368002,1280
Fremont,Bay_Area,94.08333333,94,2,3,0.5,,0.08,3,8,1,13,-0.301029996,,-1.096910013,0.477121255,0.903089987,0,1.113943352,1280
Fremont,Bay_Area,94.16666667,94,3,5,0.6,,0.333333333,3,11,3.25,8.75,-0.22184875,,-0.477121255,0.477121255,1.041392685,0.511883361,0.942008053,1280
Fremont,Bay_Area,94.25,94,4,3,0.3,,0.135,2,7,2,4,-0.522878745,,-0.869666232,0.301029996,0.84509804,0.301029996,0.602059991,1280
Fremont,Bay_Area,94.33333333,94,5,4,0.366666667,,0.103333333,2.333333333,9.333333333,2.333333333,5.666666667,-0.43572857,,-0.985759561,0.367976785,0.970036777,0.367976785,0.753327667,1280
Fremont,Bay_Area,94.41666667,94,6,2,0.15,,0.11,2.5,10.5,3,7,-0.823908741,,-0.958607315,0.397940009,1.021189299,0.477121255,0.84509804,1280
Fremont,Bay_Area,94.5,94,7,3,0.433333333,,0.23,4.666666667,20,4,6,-0.363177902,,-0.638272164,0.669006781,1.301029996,0.602059991,0.77815125,1280
Fremont,Bay_Area,94.58333333,94,8,3,0.5,,0.23,4.666666667,22.66666667,4,12,-0.301029996,,-0.638272164,0.669006781,1.355387658,0.602059991,1.079181246,1280
Fremont,Bay_Area,94.66666667,94,9,2,0.35,,0.165,2.5,11.5,2,7,-0.455931956,,-0.782516056,0.397940009,1.06069784,0.301029996,0.84509804,1280
Fremont,Bay_Area,94.75,94,10,3,0.766666667,,0.186666667,4.666666667,15.33333333,2.666666667,7.333333333,-0.115393419,,-0.728933228,0.669006781,1.185636577,0.425968732,0.865301426,1280
Fremont,Bay_Area,94.83333333,94,11,2,0.4,,0.125,1,4,1,2,-0.397940009,,-0.903089987,0,0.602059991,0,0.301029996,1280
Fremont,Bay_Area,94.91666667,94,12,4,0.766666667,,0.163333333,3,10,1,8.5,-0.115393419,,-0.786925175,0.477121255,1,0,0.929418926,1280
Fremont,Bay_Area,95,95,1,2,0.35,,0.065,1,3,1,2,-0.455931956,,-1.187086643,0,0.477121255,0,0.301029996,1280
Fremont,Bay_Area,95.08333333,95,2,3,0.7,,0.163333333,1.333333333,7.333333333,1.666666667,7,-0.15490196,,-0.786925175,0.124938737,0.865301426,0.22184875,0.84509804,1280
Fremont,Bay_Area,95.16666667,95,3,2,0.3,,0.12,1,1,1,2,-0.522878745,,-0.920818754,0,0,0,0.301029996,1280
Fremont,Bay_Area,95.25,95,4,4,0.566666667,,0.123333333,2,11.33333333,2,8,-0.246672333,,-0.908919531,0.301029996,1.054357662,0.301029996,0.903089987,1280
Fremont,Bay_Area,95.33333333,95,5,2,0.45,,0.135,1.5,8,2,3,-0.346787486,,-0.869666232,0.176091259,0.903089987,0.301029996,0.477121255,1280
Fremont,Bay_Area,95.41666667,95,6,4,0.4,,0.15,3,12.33333333,2.333333333,11,-0.397940009,,-0.823908741,0.477121255,1.091080469,0.367976785,1.041392685,1280
Fremont,Bay_Area,95.5,95,7,2,0.1,,0.1,1.5,10,1,2,-1,,-1,0.176091259,1,0,0.301029996,1280
Fremont,Bay_Area,95.58333333,95,8,3,0.333333333,,0.27,5.333333333,21.66666667,4,12,-0.477121255,,-0.568636236,0.726998728,1.335792102,0.602059991,1.079181246,1280
Fremont,Bay_Area,95.66666667,95,9,4,0.566666667,,0.196666667,5.666666667,23,4.333333333,10,-0.246672333,,-0.706269243,0.753327667,1.361727836,0.636822098,1,1280
Fremont,Bay_Area,95.75,95,10,2,0.7,,0.225,7.5,36.5,5,10.5,-0.15490196,,-0.647817482,0.875061263,1.562292864,0.698970004,1.021189299,1280
Fremont,Bay_Area,95.83333333,95,11,3,0.9,,0.52,4.666666667,18.66666667,3.666666667,12.33333333,-0.045757491,,-0.283996656,0.669006781,1.271066772,0.56427143,1.091080469,1280
Fremont,Bay_Area,95.91666667,95,12,3,0.55,,0.17,1,3.5,1,2,-0.259637311,,-0.769551079,0,0.544068044,0,0.301029996,1280
Fremont,Bay_Area,96,96,1,3,0.766666667,,0.123333333,2,5,1.5,3.5,-0.115393419,,-0.908919531,0.301029996,0.698970004,0.176091259,0.544068044,1280
Fremont,Bay_Area,96.08333333,96,2,3,0.6,,0.18,1.333333333,5.333333333,1.333333333,5.333333333,-0.22184875,,-0.744727495,0.124938737,0.726998728,0.124938737,0.726998728,1280
Fremont,Bay_Area,96.16666667,96,3,3,0.333333333,,0.1,1.666666667,5.333333333,1.666666667,3.666666667,-0.477121255,,-1,0.22184875,0.726998728,0.22184875,0.56427143,1280
Fremont,Bay_Area,96.25,96,4,2,,,,1.5,5.5,1,3,,,,0.176091259,0.740362689,0,0.477121255,1280
Fremont,Bay_Area,96.33333333,96,5,3,,,,1.666666667,10.33333333,1.333333333,3.666666667,,,,0.22184875,1.014240439,0.124938737,0.56427143,1280
Fremont,Bay_Area,96.41666667,96,6,2,,,,2.5,8.5,1,3.5,,,,0.397940009,0.929418926,0,0.544068044,1280
Long_Beach,LABasin,85,85,1,6,3.166666667,0.25,0.5,,,,,0.500602351,-0.602059991,-0.301029996,,,,,2816
Long_Beach,LABasin,85.08333333,85,2,6,1.375,0.25,0.5,9,35,11.5,366,0.138302698,-0.602059991,-0.301029996,0.954242509,1.544068044,1.06069784,2.563481085,2816
Long_Beach,LABasin,85.16666667,85,3,7,1.2,0.25,0.5,4.5,26.5,5,197,0.079181246,-0.602059991,-0.301029996,0.653212514,1.423245874,0.698970004,2.294466226,2816
Long_Beach,LABasin,85.25,85,4,7,4.4,0.25,0.7,9.666666667,49.33333333,14.66666667,287.3333333,0.643452676,-0.602059991,-0.15490196,0.985276743,1.693140461,1.166331422,2.458386011,2816
Long_Beach,LABasin,85.33333333,85,5,9,2,0.25,0.75,3.333333333,17,4.333333333,89.66666667,0.301029996,-0.602059991,-0.124938737,0.522878745,1.230448921,0.636822098,1.952631025,2816
Long_Beach,LABasin,85.41666667,85,6,7,2.4,0.25,1,4.5,23,8.5,98.5,0.380211242,-0.602059991,0,0.653212514,1.361727836,0.929418926,1.99343623,2816
Long_Beach,LABasin,85.5,85,7,7,0.9,0.008,0.74,9.333333333,38.66666667,9,187.3333333,-0.045757491,-2.096910013,-0.13076828,0.970036777,1.587336735,0.954242509,2.272615061,2816
Long_Beach,LABasin,85.58333333,85,8,7,2.25,0.0175,1.275,10.66666667,41.33333333,17,170,0.352182518,-1.756961951,0.105510185,1.028028724,1.61630043,1.230448921,2.230448921,2816
Long_Beach,LABasin,85.66666667,85,9,7,2.28,0.016,0.86,7.5,26.5,4.5,101.5,0.357934847,-1.795880017,-0.065501549,0.875061263,1.423245874,0.653212514,2.006466042,2816
Long_Beach,LABasin,85.75,85,10,8,1.18,0.024,1.62,12.33333333,61.33333333,8.666666667,253.3333333,0.071882007,-1.619788758,0.209515015,1.091080469,1.787696568,0.937852093,2.403692338,2816
Long_Beach,LABasin,85.83333333,85,11,7,1.88,0.01,1.52,9.5,46.5,11.5,317.5,0.274157849,-2,0.181843588,0.977723605,1.667452953,1.06069784,2.50174373,2816
Long_Beach,LABasin,85.91666667,85,12,5,4.433333333,0.023333333,1.3,3.5,27.5,5,198.5,0.646730386,-1.632023215,0.113943352,0.544068044,1.439332694,0.698970004,2.297760511,2816
Long_Beach,LABasin,86,86,1,5,1.86,0.012,1.44,9,53,9.5,317,0.269512944,-1.920818754,0.158362492,0.954242509,1.72427587,0.977723605,2.501059262,2816
Long_Beach,LABasin,86.08333333,86,2,6,1.3,0.005,1.975,5.333333333,25.33333333,6.666666667,145.3333333,0.113943352,-2.301029996,0.2955671,0.726998728,1.403692338,0.823908741,2.162365235,2816
Long_Beach,LABasin,86.16666667,86,3,7,1.34,0.014,3.76,7.333333333,28.66666667,6.666666667,161,0.127104798,-1.853871964,0.575187845,0.865301426,1.457377197,0.823908741,2.206825876,2816
Long_Beach,LABasin,86.25,86,4,8,0.98,0.014,1,4,22.33333333,6.333333333,107.3333333,-0.008773924,-1.853871964,0,0.602059991,1.348953548,0.801632346,2.030734617,2816
Long_Beach,LABasin,86.33333333,86,5,4,1.066666667,0.013333333,0.5,5.5,27.5,10.5,124.5,0.028028724,-1.875061263,-0.301029996,0.740362689,1.439332694,1.021189299,2.095169351,2816
Long_Beach,LABasin,86.41666667,86,6,3,1.2,0.023333333,1.333333333,5,28,9,127,0.079181246,-1.632023215,0.124938737,0.698970004,1.447158031,0.954242509,2.103803721,2816
Long_Beach,LABasin,86.5,86,7,8,1.033333333,0.013333333,1.283333333,6.333333333,26.33333333,7,103.3333333,0.014240439,-1.875061263,0.108339475,0.801632346,1.420505837,0.84509804,2.014240439,2816
Long_Beach,LABasin,86.58333333,86,8,7,0.8,0.01,0.65,8,31.33333333,13.33333333,146.6666667,-0.096910013,-2,-0.187086643,0.903089987,1.496006599,1.124938737,2.166331422,2816
Long_Beach,LABasin,86.66666667,86,9,7,1.04,0.016,1.02,5,22,7.5,94.5,0.017033339,-1.795880017,0.008600172,0.698970004,1.342422681,0.875061263,1.975431809,2816
Long_Beach,LABasin,86.75,86,10,8,1.66,0.012,2.28,10.33333333,43,15.66666667,333.3333333,0.220108088,-1.920818754,0.357934847,1.014240439,1.633468456,1.194976603,2.522878745,2816
Long_Beach,LABasin,86.83333333,86,11,7,6.72,0.205,1.74,7.5,34,10,168.5,0.827369273,-0.688246139,0.240549248,0.875061263,1.531478917,1,2.226599905,2816
Long_Beach,LABasin,86.91666667,86,12,8,6.98,0.05,4.28,9.666666667,60.33333333,11.33333333,349.6666667,0.843855423,-1.301029996,0.631443769,0.985276743,1.78055732,1.054357662,2.543654233,2816
Long_Beach,LABasin,87,87,1,7,4.72,0.024,3.52,8.5,51.5,9.5,234.5,0.673941999,-1.619788758,0.546542663,0.929418926,1.711807229,0.977723605,2.370142847,2816
Long_Beach,LABasin,87.08333333,87,2,8,3.52,0.024,1.44,9,40.66666667,10,235.3333333,0.546542663,-1.619788758,0.158362492,0.954242509,1.609238576,1,2.371683446,2816
Long_Beach,LABasin,87.16666667,87,3,7,2.9,0.032,1.16,5,22,5,105.5,0.462397998,-1.494850022,0.064457989,0.698970004,1.342422681,0.698970004,2.02325246,2816
Long_Beach,LABasin,87.25,87,4,8,3.04,0.032,4.32,8.5,40.5,7.25,152,0.482873584,-1.494850022,0.635483747,0.929418926,1.607455023,0.860338007,2.181843588,2816
Long_Beach,LABasin,87.33333333,87,5,7,1.24,0.008,0.6,4.333333333,25,7.666666667,78.33333333,0.093421685,-2.096910013,-0.22184875,0.636822098,1.397940009,0.884606581,1.893946608,2816
Long_Beach,LABasin,87.41666667,87,6,7,0.74,0.012,0.66,3.5,24.5,7.5,62,-0.13076828,-1.920818754,-0.180456064,0.544068044,1.389166084,0.875061263,1.792391689,2816
Long_Beach,LABasin,87.5,87,7,5,1.466666667,0.013333333,0.433333333,3.666666667,24.66666667,6,57.66666667,0.166331422,-1.875061263,-0.363177902,0.56427143,1.392110465,0.77815125,1.760924848,2816
Long_Beach,LABasin,87.58333333,87,8,9,1.433333333,0.028333333,0.58,4,19.66666667,6.666666667,59.33333333,0.156347201,-1.547702329,-0.236572006,0.602059991,1.293730757,0.823908741,1.773298748,2816
